Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HC,AC,HF,AF,league,HxG,AxG,Hdeep,Adeep,Hppda_coef,Appda_coef,AVGH,AVGD,AVGA,season,ranking_HT_ls,ranking_AT_ls
2020-05-26,Dortmund,Bayern Munich,0,1,A,0,1,13,13,5,6,4,3,9,15,Bundesliga,0.616596,0.769692,8,6,18.444444444444443,9.83783783783784,3.64,4.2,1.89,2019/2020,2.0,1.0
2020-05-26,Ein Frankfurt,Freiburg,3,3,D,1,1,35,10,16,5,9,2,14,9,Bundesliga,4.29527,0.764685,10,2,8.25,37.375,2.01,3.64,3.64,2019/2020,7.0,13.0
2020-05-26,Leverkusen,Wolfsburg,1,4,A,0,1,10,14,2,9,12,6,10,16,Bundesliga,1.3302,2.99484,5,5,9.285714285714286,16.53846153846154,1.73,4.14,4.46,2019/2020,4.0,6.0
2020-05-26,Werder Bremen,M'gladbach,0,0,D,0,0,12,8,7,4,8,5,14,11,Bundesliga,0.844607,0.359767,3,3,12.03125,10.461538461538462,4.43,4.06,1.74,2019/2020,8.0,5.0
2020-05-27,RB Leipzig,Hertha,2,2,D,1,1,11,13,5,4,4,7,12,19,Bundesliga,0.612996,1.57339,3,5,10.894736842105264,9.5,1.33,5.57,7.79,2019/2020,3.0,11.0
2020-05-27,Augsburg,Paderborn,0,0,D,0,0,12,15,3,3,6,6,7,14,Bundesliga,0.501125,1.18949,4,0,12.5,23.25,1.94,3.76,3.79,2019/2020,15.0,-2.0
2020-05-27,Fortuna Dusseldorf,Schalke 04,2,1,H,0,0,13,7,8,2,7,2,10,13,Bundesliga,1.73478,0.702054,6,3,7.0,20.38888888888889,2.66,3.32,2.72,2019/2020,10.0,14.0
2020-05-27,Hoffenheim,FC Koln,3,1,H,1,0,8,15,6,5,0,10,12,8,Bundesliga,1.26471,2.24859,5,8,20.857142857142858,17.1875,2.43,3.69,2.73,2019/2020,9.0,-1.0
2020-05-27,Union Berlin,Mainz,1,1,D,1,1,9,10,4,2,6,6,17,18,Bundesliga,0.772053,0.594984,3,4,14.095238095238097,7.947368421052632,2.28,3.48,3.12,2019/2020,-3.0,12.0
2020-05-29,Freiburg,Leverkusen,0,1,A,0,0,9,7,1,1,6,6,8,13,Bundesliga,0.68733,0.394085,2,7,31.928571428571427,7.772727272727272,4.7,4.21,1.69,2019/2020,13.0,4.0
2020-05-30,Hertha,Augsburg,2,0,H,1,0,12,8,6,2,7,8,19,7,Bundesliga,3.05122,1.13484,2,3,8.481481481481481,32.0,1.91,3.82,3.81,2019/2020,11.0,15.0
2020-05-30,Mainz,Hoffenheim,0,1,A,0,1,18,13,2,6,10,7,18,14,Bundesliga,1.07747,1.7133,8,1,10.321428571428571,9.75,2.78,3.74,2.4,2019/2020,12.0,9.0
2020-05-30,Schalke 04,Werder Bremen,0,1,A,0,1,12,6,1,2,4,8,19,16,Bundesliga,0.788687,0.349616,6,6,10.0,4.965517241379311,2.49,3.38,2.89,2019/2020,14.0,8.0
2020-05-30,Wolfsburg,Ein Frankfurt,1,2,A,0,1,19,6,4,3,4,3,18,16,Bundesliga,2.10016,1.94951,7,5,5.703703703703703,4.815789473684211,1.96,3.77,3.72,2019/2020,6.0,7.0
2020-05-30,Bayern Munich,Fortuna Dusseldorf,5,0,H,3,0,23,7,8,2,7,2,9,10,Bundesliga,3.02763,0.723584,15,0,8.043478260869565,30.846153846153847,1.07,12.69,30.29,2019/2020,1.0,10.0
2020-05-31,M'gladbach,Union Berlin,4,1,H,2,0,16,13,10,5,4,3,13,9,Bundesliga,2.16238,0.719923,5,2,14.4375,19.047619047619047,1.5,4.35,6.36,2019/2020,5.0,-3.0
2020-05-31,Paderborn,Dortmund,1,6,A,0,0,10,16,1,11,2,8,4,6,Bundesliga,1.13973,4.4959,1,13,27.133333333333333,12.9375,8.54,5.47,1.33,2019/2020,-2.0,2.0
2020-06-01,FC Koln,RB Leipzig,2,4,A,1,2,7,19,5,8,4,7,16,7,Bundesliga,0.803762,3.20866,4,9,9.482758620689657,22.916666666666668,5.53,4.61,1.53,2019/2020,-1.0,3.0
2020-06-03,Werder Bremen,Ein Frankfurt,0,3,A,0,0,11,12,3,4,5,6,14,21,Bundesliga,0.388746,1.75359,4,2,10.666666666666666,8.068965517241379,2.79,3.44,2.54,2019/2020,8.0,7.0
2020-06-05,Freiburg,M'gladbach,1,0,H,0,0,16,18,6,4,3,10,14,14,Bundesliga,1.56293,2.15228,5,7,15.608695652173912,8.416666666666666,4.46,4.03,1.74,2019/2020,13.0,5.0
2020-06-06,Ein Frankfurt,Mainz,0,2,A,0,1,10,17,0,5,7,5,17,15,Bundesliga,0.366021,2.91267,3,6,4.230769230769231,13.541666666666666,2.04,3.7,3.52,2019/2020,7.0,12.0
2020-06-06,Fortuna Dusseldorf,Hoffenheim,2,2,D,1,1,23,8,4,5,7,1,12,15,Bundesliga,2.46304,1.44523,7,1,8.826086956521738,22.58333333333333,2.79,3.58,2.45,2019/2020,10.0,9.0
2020-06-06,Leverkusen,Bayern Munich,2,4,A,1,3,10,16,6,10,6,4,14,4,Bundesliga,0.768558,2.6513,3,11,12.548387096774194,11.35483870967742,6.09,4.93,1.47,2019/2020,4.0,1.0
2020-06-06,RB Leipzig,Paderborn,1,1,D,1,0,12,17,5,5,7,9,11,14,Bundesliga,1.91324,1.274,9,2,8.846153846153847,12.047619047619047,1.13,8.77,17.51,2019/2020,3.0,-2.0
2020-06-06,Dortmund,Hertha,1,0,H,0,0,12,5,3,2,6,0,7,11,Bundesliga,1.84639,0.108241,8,6,13.047619047619047,17.423076923076923,1.36,5.4,7.82,2019/2020,2.0,11.0
2020-06-07,Werder Bremen,Wolfsburg,0,1,A,0,0,14,18,4,3,5,4,17,13,Bundesliga,0.416576,1.84359,5,6,7.827586206896552,12.818181818181818,3.62,3.58,2.02,2019/2020,8.0,6.0
2020-06-07,Union Berlin,Schalke 04,1,1,D,1,1,12,5,6,1,9,4,19,13,Bundesliga,2.39933,0.166933,2,1,9.043478260869565,5.555555555555555,2.43,3.23,3.01,2019/2020,-3.0,14.0
2020-06-07,Augsburg,FC Koln,1,1,D,0,0,18,9,5,2,9,2,13,21,Bundesliga,2.20052,0.791182,2,2,7.636363636363637,6.827586206896552,2.76,3.52,2.45,2019/2020,15.0,-1.0
2020-06-12,Hoffenheim,RB Leipzig,0,2,A,0,2,22,14,7,7,9,1,15,18,Bundesliga,1.75723,1.36763,8,13,8.68,9.416666666666666,6.5,5.3,1.42,2019/2020,9.0,3.0
2020-06-13,FC Koln,Union Berlin,1,2,A,0,1,10,7,6,5,4,6,18,17,Bundesliga,1.342,0.527425,7,1,6.28,11.2,2.02,3.49,3.68,2019/2020,-1.0,-3.0
2020-06-13,Fortuna Dusseldorf,Dortmund,0,1,A,0,0,6,5,4,3,6,1,6,15,Bundesliga,0.382339,0.683609,2,5,24.23809523809524,12.478260869565217,7.71,5.32,1.36,2019/2020,10.0,2.0
2020-06-13,Hertha,Ein Frankfurt,1,4,A,1,0,4,18,3,7,1,5,14,7,Bundesliga,0.602622,2.94287,2,9,16.210526315789473,9.52,2.08,3.75,3.3,2019/2020,11.0,7.0
2020-06-13,Paderborn,Werder Bremen,1,5,A,0,3,20,11,8,8,11,2,17,18,Bundesliga,1.96916,3.1298,4,7,10.75,5.555555555555555,3.07,3.74,2.18,2019/2020,-2.0,8.0
2020-06-13,Wolfsburg,Freiburg,2,2,D,2,1,22,10,7,6,6,5,17,11,Bundesliga,2.48484,2.09345,11,4,11.05,8.842105263157896,1.7,3.98,4.74,2019/2020,6.0,13.0
2020-06-13,Bayern Munich,M'gladbach,2,1,H,1,1,11,9,6,2,3,1,13,10,Bundesliga,1.77878,0.983991,8,4,13.5,20.6875,1.36,5.37,7.58,2019/2020,1.0,5.0
2020-06-14,Mainz,Augsburg,0,1,A,0,1,18,9,4,3,9,5,8,14,Bundesliga,1.43243,0.888099,10,4,5.631578947368421,12.304347826086955,2.28,3.45,3.06,2019/2020,12.0,15.0
2020-06-14,Schalke 04,Leverkusen,1,1,D,0,0,7,15,4,5,1,9,14,7,Bundesliga,1.47429,0.889455,2,6,18.185185185185187,4.642857142857143,5.77,4.35,1.54,2019/2020,14.0,4.0
2020-06-16,M'gladbach,Wolfsburg,3,0,H,2,0,11,12,3,2,5,3,15,17,Bundesliga,1.73701,0.741379,9,4,12.363636363636363,10.588235294117649,2.14,3.67,3.29,2019/2020,5.0,6.0
2020-06-16,Freiburg,Hertha,2,1,H,0,0,17,12,6,5,5,5,6,16,Bundesliga,1.80838,1.43031,12,5,21.416666666666668,16.5,2.68,3.62,2.54,2019/2020,13.0,11.0
2020-06-16,Union Berlin,Paderborn,1,0,H,1,0,14,10,6,2,1,5,17,16,Bundesliga,1.51574,0.396234,7,6,10.28125,5.941176470588236,1.66,4.16,4.96,2019/2020,-3.0,-2.0
2020-06-16,Werder Bremen,Bayern Munich,0,1,A,0,1,6,13,1,4,0,10,9,13,Bundesliga,0.274502,1.33112,4,15,25.0,7.909090909090909,13.48,7.43,1.18,2019/2020,8.0,1.0
2020-06-17,Ein Frankfurt,Schalke 04,2,1,H,1,0,14,8,4,5,5,3,9,16,Bundesliga,2.51124,1.22522,5,5,4.848484848484849,17.736842105263158,1.72,4.11,4.46,2019/2020,7.0,14.0
2020-06-17,Augsburg,Hoffenheim,1,3,A,0,0,12,17,5,5,6,4,10,14,Bundesliga,0.486229,3.15146,1,11,23.923076923076923,6.852941176470588,2.68,3.71,2.46,2019/2020,15.0,9.0
2020-06-17,Dortmund,Mainz,0,2,A,0,1,15,10,5,6,7,1,14,13,Bundesliga,1.30328,1.86738,6,1,6.448275862068965,33.285714285714285,1.25,6.14,10.71,2019/2020,2.0,12.0
2020-06-17,Leverkusen,FC Koln,3,1,H,2,0,13,7,6,1,7,3,12,16,Bundesliga,2.18555,0.531542,7,1,9.058823529411764,16.884615384615383,1.45,4.72,6.48,2019/2020,4.0,-1.0
2020-06-17,RB Leipzig,Fortuna Dusseldorf,2,2,D,0,0,14,12,5,2,5,2,7,7,Bundesliga,1.25224,0.594246,5,4,11.454545454545457,29.8,1.21,6.48,12.97,2019/2020,3.0,10.0
2020-06-20,Bayern Munich,Freiburg,3,1,H,3,1,23,11,8,3,8,2,13,8,Bundesliga,2.14695,1.42671,16,5,10.869565217391305,18.73684210526316,1.26,6.38,9.98,2019/2020,1.0,13.0
2020-06-20,FC Koln,Ein Frankfurt,1,1,D,1,0,4,9,2,2,5,9,8,15,Bundesliga,0.960512,1.1762,5,11,15.5,5.777777777777778,2.7,3.78,2.45,2019/2020,-1.0,7.0
2020-06-20,Fortuna Dusseldorf,Augsburg,1,1,D,1,1,8,11,4,3,5,3,14,12,Bundesliga,0.353005,0.987427,2,5,9.08,17.41176470588235,1.92,3.78,3.89,2019/2020,10.0,15.0
2020-06-20,Hertha,Leverkusen,2,0,H,1,0,13,12,5,2,5,4,14,15,Bundesliga,2.3555,0.679286,5,7,16.227272727272727,5.421052631578948,5.11,4.26,1.63,2019/2020,11.0,4.0
2020-06-20,Hoffenheim,Union Berlin,4,0,H,3,0,15,5,8,1,6,4,10,15,Bundesliga,2.44299,0.917327,9,3,13.4,15.227272727272728,1.6,4.21,5.52,2019/2020,9.0,-3.0
2020-06-20,Mainz,Werder Bremen,3,1,H,2,0,21,19,12,6,7,8,12,15,Bundesliga,2.06765,1.36006,9,15,12.130434782608695,5.193548387096774,2.56,3.58,2.7,2019/2020,12.0,8.0
2020-06-20,Paderborn,M'gladbach,1,3,A,0,1,11,22,1,10,3,5,11,13,Bundesliga,0.67473,2.74581,3,10,19.142857142857142,8.705882352941176,10.16,6.19,1.28,2019/2020,-2.0,5.0
2020-06-20,RB Leipzig,Dortmund,0,2,A,0,1,16,11,5,7,4,1,13,7,Bundesliga,1.03505,3.12342,11,10,12.371428571428572,14.05,2.3,3.75,2.91,2019/2020,3.0,2.0
2020-06-20,Schalke 04,Wolfsburg,1,4,A,0,1,10,10,3,5,2,4,12,16,Bundesliga,0.670604,2.63286,0,3,7.925925925925926,6.514285714285714,5.23,4.07,1.63,2019/2020,14.0,6.0
2020-06-27,Augsburg,RB Leipzig,1,2,A,0,1,5,14,1,5,2,8,11,10,Bundesliga,0.161187,1.88507,3,6,11.633333333333333,7.954545454545454,7.0,5.41,1.4,2019/2020,15.0,3.0
2020-06-27,Dortmund,Hoffenheim,0,4,A,0,2,7,15,4,7,2,5,7,5,Bundesliga,0.127933,3.85732,7,9,16.764705882352942,24.2,1.72,4.49,4.12,2019/2020,2.0,9.0
2020-06-27,Ein Frankfurt,Paderborn,3,2,H,2,0,12,16,4,5,6,2,13,3,Bundesliga,1.96616,1.48749,8,7,6.933333333333334,18.95,1.3,5.85,8.75,2019/2020,7.0,-2.0
2020-06-27,Freiburg,Schalke 04,4,0,H,2,0,15,21,8,5,1,5,14,5,Bundesliga,1.88174,0.651918,10,7,11.529411764705882,16.789473684210527,1.8,4.0,4.2,2019/2020,13.0,14.0
2020-06-27,Leverkusen,Mainz,1,0,H,1,0,13,6,2,1,11,4,10,10,Bundesliga,1.88283,0.350997,14,2,5.472222222222222,23.05,1.25,6.53,10.21,2019/2020,4.0,12.0
2020-06-27,M'gladbach,Hertha,2,1,H,1,0,22,4,8,2,3,3,7,15,Bundesliga,3.07113,0.827053,9,4,13.142857142857142,18.571428571428573,1.34,5.6,8.07,2019/2020,5.0,11.0
2020-06-27,Union Berlin,Fortuna Dusseldorf,3,0,H,1,0,11,25,7,4,6,10,15,6,Bundesliga,1.19115,0.992638,4,8,12.045454545454543,10.761904761904765,3.89,3.64,1.95,2019/2020,-3.0,10.0
2020-06-27,Werder Bremen,FC Koln,6,1,H,3,0,18,6,9,2,7,5,22,16,Bundesliga,3.25477,0.853136,5,0,9.296296296296296,12.875,1.6,4.39,5.1,2019/2020,8.0,-1.0
2020-06-27,Wolfsburg,Bayern Munich,0,4,A,0,2,11,17,4,11,3,6,13,9,Bundesliga,0.745741,3.22208,2,7,15.238095238095235,10.31578947368421,4.29,4.5,1.69,2019/2020,6.0,1.0
