Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR,HS,AS,HST,AST,HC,AC,HF,AF,league,HxG,AxG,Hdeep,Adeep,Hppda_coef,Appda_coef,AVGH,AVGD,AVGA,season,ranking_HT_ls,ranking_AT_ls
2015-04-19,Wolfsburg,Schalke 04,1,1,0,0,D,26,7,9,2,7,1,17,19,Bundesliga,1.08185,0.285232,6,1,11.421052631578949,11.285714285714286,1.74,3.84,4.89,2014/2015,5,3
2015-04-24,Mainz,Schalke 04,2,0,2,0,H,11,18,3,2,4,6,10,11,Bundesliga,1.53987,1.25458,5,6,10.615384615384617,7.064516129032258,2.46,3.42,2.9,2014/2015,7,3
2015-04-25,Bayern Munich,Hertha,1,0,0,0,H,16,8,7,3,5,2,13,7,Bundesliga,0.896545,0.951998,8,2,3.625,20.0,1.16,7.85,19.95,2014/2015,1,11
2015-04-25,Dortmund,Ein Frankfurt,2,0,2,0,H,12,11,4,0,2,2,22,12,Bundesliga,2.47437,0.372545,9,2,10.969696969696969,7.6923076923076925,1.33,5.4,9.65,2014/2015,2,13
2015-04-25,FC Koln,Leverkusen,1,1,0,0,D,14,9,4,5,5,4,14,16,Bundesliga,1.30026,1.19204,7,3,7.678571428571429,6.133333333333334,5.04,3.76,1.75,2014/2015,-1,4
2015-04-25,Hamburg,Augsburg,3,2,2,1,H,15,14,8,3,2,4,15,20,Bundesliga,1.7695,1.44372,5,3,12.074074074074074,5.888888888888889,2.73,3.32,2.7,2014/2015,16,8
2015-04-25,Hannover,Hoffenheim,1,2,1,1,A,12,13,5,4,2,6,24,19,Bundesliga,1.30305,1.26477,8,5,8.631578947368421,5.074074074074074,2.45,3.48,2.91,2014/2015,10,9
2015-04-25,Stuttgart,Freiburg,2,2,2,0,D,11,14,3,7,4,6,17,16,Bundesliga,1.20966,2.04706,4,9,7.0,6.166666666666667,1.94,3.54,4.13,2014/2015,15,14
2015-04-26,M'gladbach,Wolfsburg,1,0,0,0,H,19,9,5,0,4,5,9,14,Bundesliga,1.65493,0.422562,8,1,10.434782608695652,15.307692307692308,2.34,3.44,3.09,2014/2015,6,5
2015-04-26,Paderborn,Werder Bremen,2,2,2,1,D,20,13,8,6,14,6,22,28,Bundesliga,1.96537,0.959164,3,6,8.1,3.7586206896551726,2.69,3.43,2.65,2014/2015,-2,12
2015-05-02,Augsburg,FC Koln,0,0,0,0,D,16,6,3,1,8,5,11,16,Bundesliga,1.43037,0.292827,6,1,9.047619047619047,20.55555555555556,2.15,3.36,3.58,2014/2015,8,-1
2015-05-02,Freiburg,Paderborn,1,2,1,0,A,15,14,5,6,8,6,10,13,Bundesliga,1.70774,1.3154,10,4,7.578947368421052,12.625,1.97,3.55,4.01,2014/2015,14,-2
2015-05-02,Hoffenheim,Dortmund,1,1,1,1,D,15,11,4,3,8,5,15,19,Bundesliga,1.6206,1.17707,6,6,5.023255813953488,9.478260869565217,4.12,3.95,1.85,2014/2015,9,2
2015-05-02,Leverkusen,Bayern Munich,2,0,0,0,H,20,9,8,5,12,4,26,15,Bundesliga,1.12021,1.20915,8,1,5.061538461538461,4.875,2.36,3.4,3.12,2014/2015,4,1
2015-05-02,Schalke 04,Stuttgart,3,2,1,1,H,20,15,6,7,5,4,14,14,Bundesliga,2.46865,1.13594,12,2,6.695652173913044,13.791666666666666,1.97,3.56,4.0,2014/2015,3,15
2015-05-02,Werder Bremen,Ein Frankfurt,1,0,0,0,H,16,14,8,5,10,5,22,15,Bundesliga,2.86921,1.2158,13,6,5.82051282051282,4.413793103448276,2.12,3.73,3.34,2014/2015,12,13
2015-05-02,Wolfsburg,Hannover,2,2,2,0,D,20,15,4,9,5,5,9,16,Bundesliga,1.52891,1.41691,7,2,4.6,15.318181818181818,1.42,4.84,7.91,2014/2015,5,10
2015-05-03,Hertha,M'gladbach,1,2,1,1,A,10,18,3,7,3,3,15,10,Bundesliga,1.09646,2.19034,2,10,12.125,6.0,5.01,3.54,1.8,2014/2015,11,6
2015-05-03,Mainz,Hamburg,1,2,0,1,A,9,13,5,5,8,2,12,13,Bundesliga,0.667039,0.602455,7,1,6.521739130434782,12.48,1.77,3.82,4.76,2014/2015,7,16
2015-05-08,Hamburg,Freiburg,1,1,0,1,D,16,15,8,7,5,6,16,16,Bundesliga,1.56791,1.88887,3,9,4.382352941176471,10.708333333333334,2.21,3.46,3.33,2014/2015,16,14
2015-05-09,Bayern Munich,Augsburg,0,1,0,0,A,16,12,4,4,4,5,14,16,Bundesliga,1.17797,2.58299,11,5,4.870967741935484,23.058823529411764,1.53,4.3,6.67,2014/2015,1,8
2015-05-09,Dortmund,Hertha,2,0,1,0,H,15,2,4,0,7,3,16,11,Bundesliga,1.78902,0.135418,5,2,8.368421052631579,8.451612903225806,1.31,5.5,10.97,2014/2015,2,11
2015-05-09,Ein Frankfurt,Hoffenheim,3,1,3,0,H,13,8,4,5,1,1,21,25,Bundesliga,0.906802,0.788645,3,7,8.709677419354838,4.486486486486487,2.77,3.65,2.46,2014/2015,13,9
2015-05-09,Hannover,Werder Bremen,1,1,1,0,D,12,9,3,3,8,1,16,19,Bundesliga,1.17255,0.490122,5,5,3.727272727272727,8.8,2.04,3.68,3.58,2014/2015,10,12
2015-05-09,M'gladbach,Leverkusen,3,0,0,0,H,10,19,7,2,6,10,15,15,Bundesliga,2.05603,0.58536,4,6,8.083333333333334,6.075,2.55,3.39,2.83,2014/2015,6,4
2015-05-09,Stuttgart,Mainz,2,0,0,0,H,18,7,7,2,7,2,16,19,Bundesliga,2.70104,0.278579,9,1,5.794871794871795,11.166666666666666,2.02,3.65,3.73,2014/2015,15,7
2015-05-10,FC Koln,Schalke 04,2,0,1,0,H,13,5,6,1,5,6,10,16,Bundesliga,1.52646,0.236428,5,2,19.25,6.258064516129032,2.81,3.23,2.69,2014/2015,-1,3
2015-05-10,Paderborn,Wolfsburg,1,3,0,2,A,16,10,4,5,11,3,9,18,Bundesliga,1.26876,1.68486,2,5,7.96969696969697,6.833333333333333,5.01,4.06,1.68,2014/2015,-2,5
2015-05-16,Augsburg,Hannover,1,2,1,1,A,8,8,2,3,3,4,20,18,Bundesliga,1.03797,0.466165,7,7,3.357142857142857,16.571428571428573,2.29,3.44,3.18,2014/2015,8,10
2015-05-16,Freiburg,Bayern Munich,2,1,1,1,H,9,17,3,6,2,10,16,15,Bundesliga,0.656099,1.91964,3,4,25.0,4.428571428571429,6.66,4.41,1.52,2014/2015,14,1
2015-05-16,Hertha,Ein Frankfurt,0,0,0,0,D,9,1,2,0,4,4,20,26,Bundesliga,1.08366,0.0408065,3,2,6.829268292682927,4.703703703703703,2.04,3.56,3.7,2014/2015,11,13
2015-05-16,Leverkusen,Hoffenheim,2,0,1,0,H,13,16,4,5,4,9,20,14,Bundesliga,1.17358,0.692454,6,6,2.810810810810811,4.536585365853658,1.43,5.01,7.24,2014/2015,4,9
2015-05-16,Mainz,FC Koln,2,0,0,0,H,18,12,6,4,2,5,15,14,Bundesliga,1.67686,1.01035,10,3,8.392857142857142,12.125,2.15,3.42,3.55,2014/2015,7,-1
2015-05-16,Schalke 04,Paderborn,1,0,0,0,H,18,22,2,4,10,9,14,14,Bundesliga,1.05307,0.87016,4,9,5.653846153846154,6.28125,1.63,4.2,5.42,2014/2015,3,-2
2015-05-16,Stuttgart,Hamburg,2,1,2,1,H,22,7,11,1,9,2,10,21,Bundesliga,2.50374,0.197392,2,4,7.625,5.714285714285714,1.75,3.84,4.84,2014/2015,15,16
2015-05-16,Werder Bremen,M'gladbach,0,2,0,0,A,19,14,3,4,5,4,13,7,Bundesliga,1.20572,1.45177,10,7,17.333333333333332,6.909090909090909,4.36,4.02,1.78,2014/2015,12,6
2015-05-16,Wolfsburg,Dortmund,2,1,1,1,H,12,17,8,3,6,5,11,11,Bundesliga,1.65992,1.77219,2,6,12.52,8.277777777777779,2.64,3.52,2.65,2014/2015,5,2
2015-05-23,Bayern Munich,Mainz,2,0,1,0,H,20,7,7,5,5,3,11,11,Bundesliga,2.34132,0.328659,10,2,6.2,26.73684210526316,1.23,6.69,12.6,2014/2015,1,7
2015-05-23,Dortmund,Werder Bremen,3,2,3,1,H,22,7,8,4,9,1,11,3,Bundesliga,2.90398,0.964946,13,4,6.28,16.90909090909091,1.3,5.99,9.77,2014/2015,2,12
2015-05-23,Ein Frankfurt,Leverkusen,2,1,2,1,H,8,19,3,7,3,8,20,14,Bundesliga,1.11352,0.836413,1,6,9.925925925925926,4.045454545454546,4.58,4.18,1.72,2014/2015,13,4
2015-05-23,FC Koln,Wolfsburg,2,2,1,2,D,12,15,3,5,4,8,14,11,Bundesliga,0.909494,2.05941,4,4,20.63636363636364,15.285714285714286,3.97,3.74,1.92,2014/2015,-1,5
2015-05-23,Hamburg,Schalke 04,2,0,0,0,H,11,11,4,4,3,6,16,18,Bundesliga,1.10308,1.09683,4,5,6.0606060606060606,9.25925925925926,2.4,3.68,2.84,2014/2015,16,3
2015-05-23,Hannover,Freiburg,2,1,1,0,H,11,9,6,5,3,5,16,15,Bundesliga,0.593454,0.661015,5,7,10.478260869565217,5.25,1.98,3.51,3.96,2014/2015,10,14
2015-05-23,Hoffenheim,Hertha,2,1,1,0,H,16,4,5,1,1,2,14,18,Bundesliga,0.893112,0.485545,5,2,3.793103448275862,25.157894736842103,1.98,3.66,3.82,2014/2015,9,11
2015-05-23,M'gladbach,Augsburg,1,3,1,0,A,10,15,3,4,1,6,13,17,Bundesliga,1.32784,0.664595,7,3,23.0,6.868421052631579,1.57,4.35,5.85,2014/2015,6,8
2015-05-23,Paderborn,Stuttgart,1,2,1,1,A,15,18,5,3,2,8,12,18,Bundesliga,0.538797,2.42856,3,9,7.772727272727272,4.9523809523809526,3.3,3.87,2.1,2014/2015,-2,15
