,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR,round,league,HTxpts,Hppda_coef,Appda_coef,ATxpts,HTatt_S,HTmid_S,HTdef_S,HTOVA_S,ATatt_S,ATmid_S,ATdef_S,ATOVA_S,AVGH,AVGD,AVGA,season,HTW,HTD,HTL,ATL,ATD,ATW,HT_wins,AT_wins,HT_draws,AT_draws,HT_losses,AT_losses,l5_ravg_HTST,l5_ravg_ATST,HTCR,ATCR,l5_ravg_HTCR,l5_ravg_ATCR,HTGS,ATGS,HTGC,ATGC,HToveral,AToveral,l5_ravg_HTxG,l5_ravg_ATxG,l5_ravg_HTxpts,l5_ravg_ATxpts,l5_ravg_HTdeep,l5_ravg_ATdeep,l5_ravg_HTppda,l5_ravg_ATppda,l5_ravg_HTgs,l5_ravg_ATgs,l5_ravg_HTgc,l5_ravg_ATgc,l5_htdiff,l5_atdiff,HomeTeamPoints,AwayTeamPoints,avgHTP,avgATP,l5_ravg_HTp,l3_ravg_ATp,diff_points,diff_ATT,diff_MID,diff_DEF,diff_OVA
45,2014-09-24,Malaga,Barcelona,0,0,0,0,D,1,La_liga,0.8721,9.451612903225806,4.571428571428571,1.6659,74,73,74,74,88,85,81,84,9.11,5.05,1.36,2014/2015,0,1,0,0,1,0,1.0,4.0,2.0,0.0,1.0,0.0,,,0.0,0.0,,,3,11,5,0,-2,11,,,,,,,,,,,,,,,5,12,0.46,1.17,,,-7,-14,-12,-7,-10
46,2014-09-24,Sevilla,Sociedad,1,0,1,0,H,1,La_liga,2.6717,8.25,11.6,0.1982,79,76,77,78,78,76,76,76,1.8,3.79,4.46,2014/2015,1,0,0,1,0,0,3.0,1.0,1.0,1.0,0.0,2.0,,,0.12,0.0,,,8,7,3,7,5,0,,,,,,,,,,,,,,,10,4,1.17,0.17,,,6,1,0,1,2
47,2014-09-24,Vallecano,Ath Bilbao,2,1,1,1,H,1,La_liga,2.8401,5.472222222222222,8.074074074074074,0.0972,75,73,75,74,77,77,77,77,3.16,3.45,2.3,2014/2015,1,0,0,1,0,0,0.0,1.0,2.0,0.0,2.0,3.0,,,0.4,0.33,,,6,3,9,4,-3,-1,,,,,,,,,,,,,,,2,3,0.05,0.12,,,-1,-2,-4,-2,-3
48,2014-09-25,Espanol,Getafe,2,0,0,0,H,1,La_liga,2.6665,6.930232558139535,4.875,0.2131,76,73,72,73,72,73,69,73,1.71,3.66,5.42,2014/2015,1,0,0,1,0,0,0.0,1.0,2.0,0.0,2.0,3.0,,,0.5,0.0,,,5,2,8,8,-3,-6,,,,,,,,,,,,,,,2,3,0.29,0.1,,,-1,4,0,3,0
49,2014-09-25,Valencia,Cordoba,3,0,2,0,H,1,La_liga,2.3608,9.263157894736842,12.52,0.37,81,79,77,79,72,71,70,71,1.35,4.94,9.83,2014/2015,1,0,0,1,0,0,3.0,0.0,1.0,2.0,0.0,2.0,,,0.43,0.0,,,10,3,2,7,8,-4,,,,,,,,,,,,,,,10,2,0.93,0.12,,,8,9,8,7,8
50,2014-09-26,Elche,Celta,0,1,0,0,A,1,La_liga,0.2849,11.130434782608695,7.0,2.5655,72,72,72,72,75,74,73,74,2.98,3.27,2.48,2014/2015,0,0,1,0,0,1,1.0,2.0,1.0,3.0,3.0,0.0,3.4,5.4,0.0,0.25,0.252,0.372,5,10,13,7,-8,3,0.8286401999999999,1.5353332000000002,0.8440799999999999,1.69638,2.2,5.2,12.43937288147015,6.456816756816757,1.0,2.0,2.6,1.4,-1.6,0.6000000000000001,4,9,0.04,0.7,1.8,3.6,-5,-3,-2,-1,-2
51,2014-09-27,Ath Bilbao,Eibar,0,0,0,0,D,1,La_liga,1.9581,3.925925925925926,11.346153846153848,0.7263,77,77,77,77,72,72,72,72,1.57,3.84,6.94,2014/2015,0,1,0,0,1,0,1.0,2.0,0.0,1.0,4.0,2.0,4.0,3.2,0.0,0.0,0.186,0.306,4,5,6,4,-2,1,1.00202974,0.6858618,1.07868,1.0748000000000002,4.4,4.2,7.824380322836205,9.049599033816424,0.8,1.0,1.2,0.8,-0.3999999999999999,0.19999999999999996,3,7,0.02,0.37,1.8,3.0,-4,5,5,5,5
52,2014-09-27,Ath Madrid,Sevilla,4,0,2,0,H,1,La_liga,2.9218,11.95,7.565217391304348,0.0454,81,78,79,80,79,76,77,78,1.72,3.74,5.16,2014/2015,1,0,0,1,0,0,3.0,4.0,2.0,1.0,0.0,0.0,5.4,5.8,0.67,0.0,0.338,0.332,7,9,4,3,3,6,1.5002532,1.8473359999999999,1.9103999999999999,2.1038799999999998,5.4,5.6,11.821006882902044,8.261407925407926,1.4,1.8,0.8,0.6,0.5999999999999999,1.2000000000000002,11,13,0.73,0.69,4.0,4.4,-2,2,2,2,2
53,2014-09-27,Barcelona,Granada,6,0,3,0,H,1,La_liga,2.9846000000000004,4.295454545454546,25.90909090909091,0.0092,88,85,81,84,72,74,72,73,1.13,8.88,22.69,2014/2015,1,0,0,1,0,0,4.0,2.0,1.0,2.0,0.0,1.0,6.0,2.4,0.5,0.0,0.298,0.284,11,4,0,3,11,1,2.2626308,0.5509944,2.54232,1.2219200000000001,11.6,2.6,6.063699204021785,8.725315789473685,2.2,0.8,0.0,0.6,2.2,0.20000000000000007,13,8,0.43,0.2,6.0,4.0,5,16,11,9,11
54,2014-09-27,Levante,Vallecano,0,2,0,2,A,1,La_liga,0.6336999999999999,6.725,9.058823529411764,2.0557,73,71,73,72,75,73,75,74,2.94,3.28,2.49,2014/2015,0,0,1,0,0,1,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.2,0.0,0.4,0.05,0.514,1,8,10,10,-9,-2,0.3784688,1.7196694000000001,0.41807999999999995,1.4891400000000001,1.0,4.8,12.174735864391035,6.008009661835748,0.2,1.6,2.0,2.0,-1.8,-0.3999999999999999,4,5,0.62,0.51,0.4,1.4,-1,-2,-2,-2,-2
