,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR,round,league,HTxpts,Hppda_coef,Appda_coef,ATxpts,HTatt_S,HTmid_S,HTdef_S,HTOVA_S,ATatt_S,ATmid_S,ATdef_S,ATOVA_S,AVGH,AVGD,AVGA,season,HTW,HTD,HTL,ATL,ATD,ATW,HT_wins,AT_wins,HT_draws,AT_draws,HT_losses,AT_losses,l5_ravg_HTST,l5_ravg_ATST,HTCR,ATCR,l5_ravg_HTCR,l5_ravg_ATCR,HTGS,ATGS,HTGC,ATGC,HToveral,AToveral,l5_ravg_HTxG,l5_ravg_ATxG,l5_ravg_HTxpts,l5_ravg_ATxpts,l5_ravg_HTdeep,l5_ravg_ATdeep,l5_ravg_HTppda,l5_ravg_ATppda,l5_ravg_HTgs,l5_ravg_ATgs,l5_ravg_HTgc,l5_ravg_ATgc,l5_htdiff,l5_atdiff,HomeTeamPoints,AwayTeamPoints,avgHTP,avgATP,l5_ravg_HTp,l3_ravg_ATp,diff_points,diff_ATT,diff_MID,diff_DEF,diff_OVA
40,2014-09-20,Aston Villa,Arsenal,0.0,3.0,0.0,3.0,A,1,EPL,0.6912,44.25,7.727272727272727,2.0028,72,74,74,75,80,80,77,80,4.64,3.58,1.86,2014/2015,0,0,1,0,0,1,3.0,1.0,1.0,3.0,0.0,0.0,,,0.0,1.0,,,4,7,1,6,3,1,,,,,,,,,,,,,,,10,6,1.17,0.44,,,4,-8,-6,-3,-5
41,2014-09-20,Burnley,Sunderland,0.0,0.0,0.0,0.0,D,1,EPL,1.3611,8.4,11.266666666666667,1.245,71,70,71,70,76,73,72,74,2.51,3.26,3.04,2014/2015,0,1,0,0,1,0,0.0,0.0,2.0,3.0,2.0,1.0,,,0.0,0.0,,,1,5,4,6,-3,-1,,,,,,,,,,,,,,,2,3,0.33,0.33,,,-1,-5,-3,-1,-4
42,2014-09-20,Newcastle,Hull,2.0,2.0,0.0,0.0,D,1,EPL,2.1958,8.130434782608695,19.375,0.5712999999999999,74,75,74,75,75,73,70,73,2.18,3.3,3.69,2014/2015,0,1,0,0,1,0,0.0,1.0,2.0,2.0,2.0,1.0,,,0.29,0.67,,,3,5,9,5,-6,0,,,,,,,,,,,,,,,2,5,0.12,0.33,,,-3,-1,2,4,2
43,2014-09-20,QPR,Stoke,2.0,2.0,1.0,1.0,D,1,EPL,0.9737,9.916666666666666,9.791666666666666,1.7384,74,74,71,75,76,75,74,76,2.79,3.12,2.83,2014/2015,0,1,0,0,1,0,1.0,1.0,0.0,1.0,3.0,2.0,,,0.4,0.5,,,1,2,9,3,-8,-1,,,,,,,,,,,,,,,3,4,0.2,0.29,,,-1,-2,-1,-3,-1
44,2014-09-20,Swansea,Southampton,0.0,1.0,0.0,0.0,A,1,EPL,1.0988,17.58823529411765,7.823529411764706,1.4978,77,74,74,75,77,75,76,76,2.49,3.3,3.04,2014/2015,0,0,1,0,0,1,3.0,2.0,0.0,1.0,1.0,1.0,,,0.0,0.25,,,8,8,5,3,3,5,,,,,,,,,,,,,,,9,7,0.5,1.04,,,2,0,-1,-2,-1
45,2014-09-20,West Ham,Liverpool,3.0,1.0,2.0,1.0,H,1,EPL,2.2367000000000004,13.041666666666666,7.176470588235294,0.5005999999999999,75,74,72,75,79,78,75,79,4.49,3.72,1.85,2014/2015,1,0,0,1,0,0,1.0,2.0,1.0,0.0,2.0,2.0,,,0.43,0.2,,,6,6,7,5,-1,1,,,,,,,,,,,,,,,4,6,0.3,0.25,,,-2,-4,-4,-3,-4
46,2014-09-21,Everton,Crystal Palace,2.0,3.0,1.0,1.0,A,1,EPL,2.067,5.2105263157894735,22.95,0.7107,78,78,78,78,73,73,73,73,1.4,4.9,9.0,2014/2015,0,0,1,0,0,1,1.0,0.0,2.0,2.0,1.0,2.0,,,0.33,1.0,,,9,5,10,8,-1,-3,,,,,,,,,,,,,,,5,2,0.67,0.33,,,3,5,5,5,5
47,2014-09-21,Leicester,Man United,5.0,3.0,1.0,2.0,H,1,EPL,1.9713,12.391304347826088,6.6923076923076925,0.8067,71,72,68,72,85,80,75,81,5.6,3.98,1.66,2014/2015,1,0,0,1,0,0,1.0,1.0,2.0,2.0,1.0,1.0,,,1.0,0.6,,,4,6,5,3,-1,3,,,,,,,,,,,,,,,5,5,0.84,0.7,,,0,-14,-8,-7,-9
48,2014-09-21,Man City,Chelsea,1.0,1.0,0.0,0.0,D,1,EPL,1.305,5.717948717948718,14.904761904761903,1.3518,83,82,81,82,82,82,81,83,2.42,3.42,3.1,2014/2015,0,1,0,0,1,0,2.0,4.0,1.0,0.0,1.0,0.0,,,0.25,0.5,,,7,15,4,6,3,9,,,,,,,,,,,,,,,7,12,0.42,1.25,,,-5,1,0,0,-1
49,2014-09-21,Tottenham,West Brom,0.0,1.0,0.0,0.0,A,1,EPL,0.7170000000000001,5.826086956521739,11.77777777777778,1.9629,78,77,77,78,74,74,71,74,1.53,4.2,7.06,2014/2015,0,0,1,0,0,1,2.0,0.0,1.0,2.0,1.0,2.0,,,0.0,0.25,,,7,2,5,7,2,-5,,,,,,,,,,,,,,,7,2,0.44,0.07,,,5,4,3,6,4
50,2014-09-27,Arsenal,Tottenham,1.0,1.0,0.0,0.0,D,1,EPL,1.8651,5.464285714285714,16.7,0.8226,80,80,77,80,78,77,77,78,1.79,3.79,4.79,2014/2015,0,1,0,0,1,0,2.0,2.0,3.0,1.0,0.0,2.0,4.8,3.4,0.17,0.25,0.5,0.276,10,7,6,6,4,1,1.744886,1.2734912,1.97332,1.30918,9.2,5.0,6.605913185913185,7.5031350396230465,2.0,1.4,1.2,1.2,0.8,0.19999999999999996,9,7,0.69,0.07,3.6,4.4,2,2,3,0,2
51,2014-09-27,Chelsea,Aston Villa,3.0,0.0,1.0,0.0,H,1,EPL,2.9628,18.2,49.375,0.0219,82,82,81,83,72,74,74,75,1.23,6.64,15.38,2014/2015,1,0,0,1,0,0,4.0,3.0,1.0,1.0,0.0,1.0,6.4,1.8,0.38,0.0,0.5780000000000001,0.4,16,4,7,4,9,0,2.1545479999999997,0.6814608,2.20106,1.31236,11.0,3.0,11.712529599861723,31.19422678770505,3.2,0.8,1.4,0.8,1.8000000000000003,0.0,13,10,0.38,0.23,6.0,4.8,3,10,8,7,8
52,2014-09-27,Crystal Palace,Leicester,2.0,0.0,0.0,0.0,H,1,EPL,2.7068,8.96551724137931,7.4375,0.1793,73,73,73,73,71,72,68,72,2.64,3.32,2.84,2014/2015,1,0,0,1,0,0,1.0,2.0,2.0,2.0,2.0,1.0,3.8,3.2,0.33,0.0,0.43599999999999994,0.6,8,9,10,8,-2,1,0.9690776,1.1558899999999999,0.74986,1.0493000000000001,3.8,3.6,13.553452455590385,11.847616132723113,1.6,1.8,2.0,1.6,-0.3999999999999999,0.19999999999999996,5,8,0.56,0.64,0.6,1.8,-3,2,1,5,1
53,2014-09-27,Hull,Man City,2.0,4.0,2.0,2.0,A,1,EPL,0.8489,21.3,11.2,1.8743,75,73,70,73,83,82,81,82,6.57,4.08,1.57,2014/2015,0,0,1,0,0,1,1.0,2.0,3.0,2.0,1.0,1.0,3.6,4.6,0.4,0.67,0.41600000000000004,0.32999999999999996,7,8,7,5,0,3,0.7140000000000001,1.4100616,0.8001999999999999,1.64818,3.4,14.4,13.8244851994852,8.823286713286713,1.4,1.6,1.4,1.0,0.0,0.6000000000000001,6,8,0.27,0.24,3.2,4.4,-2,-8,-9,-11,-9
54,2014-09-27,Liverpool,Everton,1.0,1.0,0.0,0.0,D,1,EPL,2.2529,12.0,10.85,0.5026999999999999,79,78,75,79,78,78,78,78,1.92,3.69,4.12,2014/2015,0,1,0,0,1,0,2.0,1.0,0.0,2.0,3.0,2.0,4.4,4.4,0.12,0.2,0.262,0.5860000000000001,7,11,8,13,-1,-2,1.2166852000000001,1.353075,1.3384999999999998,1.3260200000000002,5.2,9.4,11.07040522875817,11.62388211919946,1.4,2.2,1.6,2.6,-0.20000000000000018,-0.3999999999999999,6,5,0.05,0.11,3.6,2.0,1,1,0,-3,1
55,2014-09-27,Man United,West Ham,2.0,1.0,2.0,1.0,H,1,EPL,0.6964999999999999,14.538461538461538,15.0,2.0207,85,80,75,81,75,74,72,75,1.4,5.21,8.1,2014/2015,1,0,0,1,0,0,1.0,2.0,2.0,1.0,2.0,2.0,4.8,5.0,0.67,0.25,0.314,0.362,9,9,8,8,1,1,1.2992415999999998,1.1499782,1.6925000000000001,1.6648400000000003,7.4,4.0,8.744879120879121,13.870322793148882,1.8,1.8,1.6,1.6,0.19999999999999996,0.19999999999999996,5,7,0.12,0.66,1.6,2.0,-2,10,6,3,6
